,Ad_ID,date,Body Type,Condition,Engine Capacity (CC),Kilometers,Model,Transmission Type,Year,brand,price
0,62af98767810bf21b6e574ad,,Cabriolet,Used,2000 cc,"2,500 KM",718 Boxster,Automatic,2019,Porsche,"780,000"
1,62af96b317671b25c5263e20,,SUV,Used,3000 cc,10 KM,Cayenne S,Automatic,2022,Porsche,"875,000"
2,62af94ef42363b2e1a6490d1,,SUV,Used,4000 cc,10 KM,GLS 580,Automatic,2021,Mercedes,"1,250,000"
3,62af935d7810bf21b6e57448,,Hatchback,Used,1900 cc,"17,000 KM",A35,Automatic,2021,Mercedes,"310,000"
4,62a7692e5504800d9e763e42,,SUV,Used,1500 cc,10 KM,Tiggo,Automatic,2021,Speranza,"600,000"
5,62a76395b92660b8db674754,,Hatchback,Used,1300 cc,10 KM,Benni Mini,Automatic,2021,Changan,"300,000"
6,62a761feb92660b8db67474c,,SUV,Used,1500 cc,"1,000 KM",CS55,Automatic,2021,Changan,"700,000"
7,62a5e7082a2d39db5688ea84,,Sedan,Used,1500 cc,"110,000 KM",318i,Automatic,2018,BMW,"650,000"
8,62a49517165db1894d8c2efe,,SUV,Used,1600 cc,"15,000 KM",S4,Automatic,2021,JAC,"410,000"
9,62b2088fd0783102f9b879f4,,SUV,Used,1200 cc,"20,000 KM",Duster,Automatic,2021,Renault,"465,000"
10,62b20866672fe1fb6cab15c9,,Sedan,Used,1100 cc,"20,000 KM",128 nova,Manual,1984,Fiat,"20,000"
11,62b20749d0783102f9b879df,,Sedan,Used,1600 cc,"56,000 KM",2008,Automatic,2017,Peugeot,"325,000"
12,62b206a5fc126bc91005c7b3,,Sedan,Used,1600 cc,"76,000 KM",Sentra,Automatic,2018,Nissan,"295,000"
13,62b1d28e0c4edc9d26694f2b,,SUV,Used,3700 cc,"360,000 KM",Land cruiser,Manual,2007,Toyota,"380,000"
14,62b1d193fc6ec90126c6da58,,Sedan,Used,1500 cc,"105,000 KM",Lanos,Manual,2006,Daewoo,"100,000"
15,62b1d05d7450a9643e3d9369,,Sedan,Used,1600 cc,100 KM,Tipo,Automatic,2022,Fiat,"440,000"
16,62b1d074fc6ec90126c6da41,,Sedan,Used,1600 cc,"153,000 KM",Elantra,Automatic,2006,Hyundai,"160,000"
17,62b1cf87fc6ec90126c6da37,,SUV,Used,1600 cc,"1,000 KM",Tucson NX4e,Automatic,2022,Hyundai,"945,000"
18,62b1cee3906b3437659c4029,,Sedan,Used,1600 cc,"120,000 KM",Fantasia,Automatic,2010,Skoda,"273,000"
19,62b1cce27450a9643e3d9350,,Hatchback,Used,800 cc,"47,000 KM",Alto,Manual,2020,Suzuki,"130,000"
20,62b1cc747450a9643e3d934e,,Sedan,Used,1600 cc,"50,000 KM",Corolla,Automatic,2019,Toyota,"420,000"
21,62b1ca900c4edc9d26694ea2,,Hatchback,Used,1000 cc,"80,000 KM",127,Manual,1982,Fiat,"13,500"
22,62b1c9d93558d8ea25272b78,,Hatchback,Used,800 cc,"47,000 KM",Alto,Manual,2020,Suzuki,"130,000"
23,62b1c8ff3558d8ea25272b70,,Sedan,Used,1400 cc,"130,000 KM",Clio,Manual,2007,Renault,"125,000"
24,62b1c8980c4edc9d26694e83,,SUV,Used,1500 cc,100 KM,Xceed,Automatic,2022,Kia,"620,000"
25,62b1cee3906b3437659c4029,,Sedan,Used,1600 cc,"120,000 KM",Fantasia,Automatic,2010,Skoda,"273,000"
26,62b1cce27450a9643e3d9350,,Hatchback,Used,800 cc,"47,000 KM",Alto,Manual,2020,Suzuki,"130,000"
27,62b1cc747450a9643e3d934e,,Sedan,Used,1600 cc,"50,000 KM",Corolla,Automatic,2019,Toyota,"420,000"
28,62b1ca900c4edc9d26694ea2,,Hatchback,Used,1000 cc,"80,000 KM",127,Manual,1982,Fiat,"13,500"
29,62b1c9d93558d8ea25272b78,,Hatchback,Used,800 cc,"47,000 KM",Alto,Manual,2020,Suzuki,"130,000"
30,62b1c8ff3558d8ea25272b70,,Sedan,Used,1400 cc,"130,000 KM",Clio,Manual,2007,Renault,"125,000"
31,62b1c8980c4edc9d26694e83,,SUV,Used,1500 cc,100 KM,Xceed,Automatic,2022,Kia,"620,000"
32,62b1c7a07810bf21b6e5881d,,Van,Used,1300 cc,"134,600 KM",N 300,Manual,2012,Chevrolet,"85,000"
33,62b1c73c906b3437659c3fdf,,Sedan,Used,2000 cc,"25,000 KM",E300,Automatic,2020,Mercedes,"2,400,000"
34,62b1c68a7810bf21b6e5880d,,Sedan,Used,1500 cc,"1,000 KM",ARRIZO 5,Manual,2022,Chery,"217,000"
35,62b1c53a7810bf21b6e587f5,,Hatchback,Used,1400 cc,"44,000 KM",Punto,Manual,2016,Fiat,"200,000"
36,62b1c518fc6ec90126c6d9b7,,Sedan,Used,1600 cc,"80,000 KM",Logan,Automatic,2019,Renault,"220,000"
37,62b1c1790c4edc9d26694e58,,Van,Used,1000 cc,"95,000 KM",Van,Manual,2013,Suzuki,"85,000"
38,62b1bfdafc6ec90126c6d971,,Hatchback,Used,1500 cc,"250,000 KM",Juliet,Manual,2001,Daewoo,"100,000"
39,62b1bf520c4edc9d26694e4e,,SUV,Used,1500 cc,"88,000 KM",X1,Automatic,2017,BMW,"670,000"
40,62b1be990c4edc9d26694e42,,SUV,Used,4000 cc,"1,020 KM",Fortuner,Automatic,2023,Toyota,"1,640,000"
41,62b1bc38fc6ec90126c6d946,,Sedan,Used,1500 cc,"200,000 KM",Nubira,Manual,1998,Daewoo,"70,000"
42,62b1b9373558d8ea25272ab2,,Sedan,Used,1300 cc,"250,000 KM",128 nova,Manual,1988,Fiat,"30,500"
43,62b1b86542363b2e1a64a580,,Sedan,Used,1600 cc,"14,000 KM",301,Automatic,2021,Peugeot,"325,000"
44,62b1b83e42363b2e1a64a57e,,Sedan,Used,1500 cc,"40,000 KM",ARRIZO 5,Manual,2021,Chery,"195,000"
45,62b1b7f03558d8ea25272a9a,,Sedan,Used,1500 cc,"61,000 KM",Sunny,Automatic,2020,Nissan,"250,000"
46,62b1b7c0fc6ec90126c6d920,,SUV,Used,4000 cc,25 KM,Fortuner,Automatic,2023,Toyota,"1,675,000"
47,62b1b7a27810bf21b6e58732,,SUV,Used,5700 cc,"1,000 KM",Land cruiser,Automatic,2021,Toyota,"4,350,000"
48,62b1b79a42363b2e1a64a574,,Sedan,Used,1500 cc,"14,000 KM",F3,Manual,2021,BYD,"215,000"
49,62b1b74842363b2e1a64a56d,,Sedan,Used,1500 cc,"43,000 KM",5,Automatic,2020,MG,"335,000"
50,62b1b6eb3558d8ea25272a92,,Sedan,Used,1600 cc,"30,000 KM",Logan,Automatic,2021,Renault,"245,000"
51,62b1b68e0049b763c3f0958a,,Sedan,Used,1100 cc,"78,000 KM",128 nova,Manual,1978,Fiat,"25,000"
52,62b1b673fc6ec90126c6d8f0,,Sedan,Used,1500 cc,"28,000 KM",F3,Manual,2021,BYD,"215,000"
53,62b1b661fc6ec90126c6d8ed,,Sedan,Used,1600 cc,"100,000 KM",A516,Manual,2009,Speranza,"65,000"
54,62b1b65942363b2e1a64a563,,Sedan,Used,1600 cc,"90,000 KM",C180,Automatic,2018,Mercedes,"1,050,000"
55,62b1b60642363b2e1a64a560,,SUV,Used,1200 cc,"26,000 KM",C4,Automatic,2022,Citroen,"500,000"
56,62b1b52e0049b763c3f09569,,Sedan,Used,3000 cc,"85,000 KM",528,Manual,2015,BMW,"770,000"
57,62b1b4b20c4edc9d26694d3e,,Sedan,Used,2000 cc,"225,000 KM",406,Automatic,2001,Peugeot,"90,000"
58,62b1b4740c4edc9d26694d37,,Sedan,Used,1500 cc,"200,000 KM",Lanos,Manual,2012,Chevrolet,"115,000"
59,62b1b33f7810bf21b6e586ec,,SUV,Used,3700 cc,"145,000 KM",& Country,Automatic,2008,Chrysler Town,"375,000"
60,62b1b1fb0c4edc9d26694d1f,,Sedan,Used,1600 cc,"115,000 KM",Lancer,Automatic,2015,Mitsubishi,"280,000"
61,62b1af60fc6ec90126c6d896,,Sedan,Used,1600 cc,"81,000 KM",Megane,Automatic,2020,Renault,"440,000"
62,62b1af16fc6ec90126c6d893,,Hatchback,Used,800 cc,"60,000 KM",Maruti,Manual,2007,Suzuki,"58,000"
63,62b1aea80049b763c3f094f1,,Sedan,Used,1600 cc,"203,000 KM",Vectra,Manual,2007,Opel,"150,000"
64,62b1adb90049b763c3f094ee,,Sedan,Used,1600 cc,"200,000 KM",Nubira,Manual,2006,Daewoo,"105,000"
65,62b1ac95fc6ec90126c6d87b,,Hatchback,Used,800 cc,"93,000 KM",Alto,Manual,2008,Suzuki,"90,000"
66,62b1ab633558d8ea25272a1f,,Hatchback,Used,1600 cc,"124,000 KM",Matrix,Automatic,2011,Hyundai,"220,000"
67,62b1aa7e7810bf21b6e58678,,Sedan,Used,1600 cc,"203,000 KM",Vectra,Automatic,2007,Opel,"150,000"
68,62b1a9aefc6ec90126c6d846,,Hatchback,Used,5700 cc,"95,000 KM",Grand Cherokee,Automatic,2018,Jeep,"1,150,000"
69,62b1a9a4fc6ec90126c6d845,,Hatchback,Used,1600 cc,"36,000 KM",Roomster,Manual,2008,Skoda,"188,000"
70,62b1a65e0049b763c3f094a4,,Sedan,Used,1500 cc,"199,000 KM",City,Automatic,2011,Honda,"160,000"
71,62b1a584fc6ec90126c6d81a,,Sedan,Used,3000 cc,"64,000 KM",S Type,Automatic,2008,Jaguar,"650,000"
72,62b1a55ffc6ec90126c6d819,,SUV,Used,1500 cc,"100,000 KM",A25,Automatic,2017,Hawtai,"250,000"
73,62b1a36442363b2e1a64a486,,Sedan,Used,1600 cc,"200,000 KM",Optra,Automatic,2008,Chevrolet,"110,000"
74,62b1a32a3558d8ea252729ba,,Sedan,Used,2000 cc,"31,500 KM",C300,Automatic,2020,Mercedes,"1,450,000"
75,62b19fe542363b2e1a64a462,,Sedan,Used,1600 cc,"108,000 KM",Logan,Manual,2016,Renault,"170,000"
76,62b19e06fc6ec90126c6d7d2,,Sedan,Used,1500 cc,"35,000 KM",6,Automatic,2020,MG,"390,000"
77,62b19d4b3558d8ea25272984,,SUV,Used,1600 cc,"7,000 KM",Sportage,Automatic,2022,Kia,"950,000"
78,62b19c687810bf21b6e585e2,,Sedan,Used,1500 cc,"350,000 KM",Regata,Manual,1986,Fiat,"16,000"
79,62b19b313558d8ea25272974,,Sedan,Used,1500 cc,"19,901 KM",City,Automatic,2011,Honda,"160,000"
80,62b1996a7810bf21b6e585c3,,SUV,Used,1600 cc,"64,000 KM",Tucson,Automatic,2018,Hyundai,"560,000"
81,62b1994d7810bf21b6e585c1,,Van,Used,1200 cc,"200,000 KM",N200,Manual,2011,Chevrolet,"65,000"
82,62b198ed7810bf21b6e585bb,,SUV,Used,1600 cc,"20,000 KM",Sportage,Automatic,2021,Kia,"650,000"
83,62b196927810bf21b6e58596,,Sedan,Used,1500 cc,"67,000 KM",Sunny,Automatic,2017,Nissan,"235,000"
84,62b195367810bf21b6e5858b,,Sedan,Used,1900 cc,"254,000 KM",318i,Automatic,1999,BMW,"125,000"
85,62b193900049b763c3f093a3,,Hatchback,Used,1300 cc,"48,000 KM",A113,Manual,2010,Speranza,"80,000"
86,62b192a70049b763c3f09395,,Sedan,Used,1300 cc,"220,000 KM",Yaris,Automatic,2007,Toyota,"140,000"
87,62b190523558d8ea25272904,,Sedan,Used,1600 cc,"117,000 KM",Fluence,Automatic,2017,Renault,"280,000"
88,62b18cbd3558d8ea252728e7,,Sedan,Used,1600 cc,"26,000 KM",Corolla,Automatic,2021,Toyota,"485,000"
89,62b18bab7810bf21b6e5852d,,SUV,Used,1400 cc,"44,000 KM",KODIAQ,Automatic,2019,Skoda,"850,000"
90,62b18a8c0049b763c3f09329,,Sedan,Used,1600 cc,"30,000 KM",Elantra CN7,Automatic,2021,Hyundai,"450,000"
91,62b182e53558d8ea2527288e,,SUV,Used,1300 cc,"8,000 KM",GLA 200,Automatic,2021,Mercedes,"1,485,000"
92,62b1821c0c4edc9d26694b30,,Sedan,Used,1500 cc,"70,000 KM",Insignia,Automatic,2020,Opel,"810,000"
93,62b180d142363b2e1a64a325,,Sedan,Used,1600 cc,"20,590 KM",Emgrand 7,Manual,2015,Geely,"95,000"
94,62b180affc6ec90126c6d6c6,,Sedan,Used,1600 cc,"180,000 KM",Cerato,Automatic,2011,Kia,"265,000"
95,62b17fea0c4edc9d26694b29,,SUV,Used,1600 cc,"45,000 KM",3008,Automatic,2021,Peugeot,"850,000"
96,62b17f6b7810bf21b6e584e0,,SUV,Used,5700 cc,"32,000 KM",Grand Cherokee,Automatic,2020,Jeep,"1,600,000"
97,62b17e927810bf21b6e584d7,,Pickup,Used,1300 cc,"300,000 KM",L200,Manual,2001,Mitsubishi,"55,000"
98,62b17d9d0c4edc9d26694b17,,SUV,Used,1600 cc,"131,000 KM",Tiggo,Manual,2010,Speranza,"120,000"
99,62b1787a7810bf21b6e584ae,,Sedan,Used,1500 cc,"200,000 KM",FSV,Manual,2011,Brilliance,"105,000"
100,62b176470049b763c3f092aa,,Sedan,Used,1600 cc,"200,000 KM",Lacetti,Automatic,2004,Daewoo,"175,000"
101,62b174c63558d8ea25272801,,SUV,Used,4000 cc,"120,000 KM",Wrangler,Manual,1996,Jeep,"280,000"
102,62b1738842363b2e1a64a2a7,,Sedan,Used,1500 cc,"178,000 KM",318i,Automatic,2017,BMW,"575,000"
103,62b16aa40049b763c3f09285,,SUV,Used,1500 cc,200 KM,H6,Automatic,2022,Haval,"570,000"
104,62b162cf0c4edc9d26694a8a,,Sedan,Used,1600 cc,"95,000 KM",E 180,Automatic,2016,Mercedes,"960,000"
105,62b15e940c4edc9d26694a72,,Hatchback,Used,2000 cc,"94,000 KM",X1,Automatic,2013,BMW,"451,000"
106,62b14521fc6ec90126c6d5cf,,Sedan,Used,1600 cc,"75,000 KM",Elantra HD,Automatic,2010,Hyundai,"233,000"
107,62b13fa8fc6ec90126c6d5c0,,Hatchback,Used,1000 cc,"200,000 KM",Spark,Manual,2008,Chevrolet,"75,000"
108,62b13e427810bf21b6e583a3,,Sedan,Used,1600 cc,"40,000 KM",Sentra,Automatic,2019,Nissan,"330,000"
109,62b15e940c4edc9d26694a72,,Hatchback,Used,2000 cc,"94,000 KM",X1,Automatic,2013,BMW,"451,000"
110,62b14521fc6ec90126c6d5cf,,Sedan,Used,1600 cc,"75,000 KM",Elantra HD,Automatic,2010,Hyundai,"233,000"
111,62b13fa8fc6ec90126c6d5c0,,Hatchback,Used,1000 cc,"200,000 KM",Spark,Manual,2008,Chevrolet,"75,000"
112,62b13e427810bf21b6e583a3,,Sedan,Used,1600 cc,"40,000 KM",Sentra,Automatic,2019,Nissan,"330,000"
113,62b137d00c4edc9d26694a09,,Cabriolet,Used,1500 cc,"69,000 KM",Cooper,Automatic,2019,Mini,"700,000"
114,62b12d9442363b2e1a64a179,,SUV,Used,2000 cc,"122,000 KM",X3,Automatic,2016,BMW,"710,000"
115,62b125100c4edc9d266949c4,,Sedan,Used,1600 cc,"213,000 KM",Nubira,Manual,1997,Daewoo,"75,000"
116,62b11fc9fc6ec90126c6d539,,Sedan,Used,1600 cc,"150,000 KM",Verna,Automatic,2015,Hyundai,"150,000"
117,62b11ed37810bf21b6e58302,,SUV,Used,3200 cc,"144,000 KM",Captiva,Automatic,2011,Chevrolet,"270,000"
118,62b11c400c4edc9d26694978,,Hatchback,Used,1600 cc,"200,000 KM",A200,Automatic,2014,Mercedes,"550,000"
119,62b11b100c4edc9d26694971,,Sedan,Used,1400 cc,"200,000 KM",Rio,Automatic,2013,Kia,"245,000"
120,62b11a3a3558d8ea25272694,,SUV,Used,2800 cc,"97,000 KM",Pajero,Automatic,2015,Mitsubishi,"750,000"
121,62b11a2842363b2e1a64a0e2,,Sedan,Used,1500 cc,"160,000 KM",Lanos,Manual,2015,Chevrolet,"135,000"
122,62b119e642363b2e1a64a0de,,Coupe,Used,2000 cc,"250,000 KM",Vectra,Automatic,1995,Opel,"47,000"
123,62b1186c42363b2e1a64a0d5,,Hatchback,Used,1200 cc,"101,000 KM",I10,Automatic,2014,Hyundai,"189,000"
124,62b117bbfc6ec90126c6d510,,Hatchback,Used,2000 cc,200 KM,A35,Automatic,2022,Mercedes,"1,650,000"
125,62b11778fc6ec90126c6d50c,,Sedan,Used,1300 cc,"118,000 KM",City,Automatic,2008,Honda,"145,000"
126,62b116940049b763c3f09121,,Sedan,Used,1500 cc,10 KM,C180,Automatic,2022,Mercedes,"1,880,000"
127,62b115e4fc6ec90126c6d4df,,SUV,Used,3800 cc,"143,000 KM",Wrangler,Automatic,2011,Jeep,"460,000"
128,62b115940049b763c3f09116,,Sedan,Used,1500 cc,"170,000 KM",Emgrand 7,Manual,2015,Geely,"100,000"
129,62b113ee42363b2e1a64a0b3,,Sedan,Used,1500 cc,"111,500 KM",Verna,Automatic,2006,Hyundai,"100,000"
130,62b10c290c4edc9d2669490c,,Station,Used,1600 cc,"300,000 KM",307,Automatic,2007,Peugeot,"150,000"
131,62b10a4742363b2e1a64a034,,Sedan,Used,1600 cc,"14,000 KM",C180,Automatic,2019,Mercedes,"1,300,000"
132,62b10a3342363b2e1a64a031,,Sedan,Used,1500 cc,"140,000 KM",Nubira,Manual,1999,Daewoo,"105,000"
133,62b1092a0049b763c3f090e8,,Hatchback,Used,1000 cc,"37,000 KM",Benni Mini,Manual,2013,Changan,"90,000"
134,62b102e20c4edc9d266948d3,,Sedan,Used,1600 cc,"99,999 KM",128 nova,Automatic,1977,Fiat,"15,000"
135,62b102e20049b763c3f090b1,,Sedan,Used,1600 cc,"400,000 KM",Lancer,Automatic,2004,Mitsubishi,"145,000"
136,62b1005e3558d8ea252725bb,,Hatchback,Used,1600 cc,"100,000 KM",Ibiza,Manual,1994,Seat,"65,000"
137,62b1005b3558d8ea252725ba,,Sedan,Used,1600 cc,"160,000 KM",Optra,Automatic,2006,Chevrolet,"110,000"
138,62b0fc3f0c4edc9d266948a6,,Sedan,Used,1600 cc,"60,000 KM",Nubira,Manual,2007,Daewoo,"100,000"
139,62b0fb8f42363b2e1a649f9e,,SUV,Used,3000 cc,"10,000 KM",Rover VOGUE,Automatic,2019,Range,"4,000,000"
140,62b0f9a042363b2e1a649f8c,,SUV,Used,1400 cc,"33,000 KM",Tiguan,Automatic,2021,Volkswagen,"1,000,000"
141,62b0e7673558d8ea252724d5,,Sedan,Used,1500 cc,"2,000 KM",Excel,Automatic,1997,Hyundai,"5,007"
142,62b0e64c42363b2e1a649edb,,Sedan,Used,1500 cc,"71,000 KM",5,Automatic,2021,MG,"345,000"
143,62b0e5b07810bf21b6e58100,,Sedan,Used,1500 cc,"37,000 KM",F3,Manual,2021,BYD,"205,000"
144,62b0e52a0c4edc9d266947cf,,Sedan,Used,1500 cc,"85,000 KM",ARRIZO 5,Automatic,2020,Chery,"200,000"
145,62b0e3773558d8ea25272492,,Sedan,Used,2000 cc,"150,000 KM",Leganza,Automatic,2004,Daewoo,"100,000"
146,62b0e27e0c4edc9d266947ad,,Sedan,Used,1500 cc,"120,000 KM",Emgrand 7,Manual,2014,Geely,"125,000"
147,62b0e1e37810bf21b6e580b7,,Sedan,Used,1400 cc,"137,500 KM",Siena,Manual,2000,Fiat,"55,000"
148,62b0e1c5fc6ec90126c6d227,,Sedan,Used,1500 cc,"62,000 KM",Sunny,Automatic,2020,Nissan,"250,000"
149,62b0e14942363b2e1a649e97,,Sedan,Used,1500 cc,"35,000 KM",Optra,Automatic,2021,Chevrolet,"270,000"
150,62b0e09cfc6ec90126c6d220,,Sedan,Used,1500 cc,"13,000 KM",ARRIZO 5,Manual,2022,Chery,"225,000"
151,62b0e07b0049b763c3f08f0f,,Sedan,Used,1400 cc,"248,000 KM",Symbol,Automatic,2010,Renault,"110,000"
152,62b0df517810bf21b6e58097,,Sedan,Used,1600 cc,"200,000 KM",Verna,Automatic,2009,Hyundai,"110,000"
153,62b0df0f0c4edc9d2669474f,,Sedan,Used,1600 cc,"270,000 KM",Passat,Manual,1999,Volkswagen,"105,000"
154,62b0def23558d8ea2527243d,,Sedan,Used,1500 cc,"135,000 KM",Aveo,Automatic,2013,Chevrolet,"160,000"
155,62b0deb03558d8ea2527243a,,Hatchback,Used,1600 cc,"65,000 KM",Soul,Automatic,2012,Kia,"275,000"
156,62b0de650c4edc9d26694749,,Sedan,Used,1500 cc,"48,000 KM",F3,Manual,2021,BYD,"210,000"
157,62b0dd613558d8ea25272428,,Sedan,Used,1600 cc,"248,000 KM",Symbol,Automatic,2010,Renault,"110,000"
158,62b0dd1ffc6ec90126c6d1aa,,Sedan,Used,1600 cc,"242,000 KM",Optra,Manual,2009,Chevrolet,"135,000"
159,62b0dbff42363b2e1a649e15,,Sedan,Used,1500 cc,"44,000 KM",5,Automatic,2022,MG,"335,000"
160,62b0dbcf7810bf21b6e5805f,,Sedan,Used,1600 cc,"112,000 KM",Sentra,CVT,2020,Nissan,"285,000"
161,62b0dbccfc6ec90126c6d197,,Sedan,Used,1600 cc,"68,000 KM",Picanto,Automatic,2010,Kia,"139,000"
162,62b0d9aa0049b763c3f08e8f,,Sedan,Used,1600 cc,"157,000 KM",Corolla,Automatic,2013,Toyota,"335,000"
163,62b0d963fc6ec90126c6d16e,,Sedan,Used,1500 cc,"35,000 KM",Sunny,Automatic,2019,Nissan,"255,000"
164,62b0d8a63558d8ea252723b4,,Sedan,Used,1500 cc,"32,000 KM",ARRIZO 5,Manual,2021,Chery,"205,000"
165,62b0d81742363b2e1a649df2,,Sedan,Used,1600 cc,"93,000 KM",Logan,Automatic,2017,Renault,"185,000"
166,62b0d7f50c4edc9d266946d1,,Hatchback,Used,1100 cc,"100,000 KM",March,Manual,1983,Nissan,"28,000"
167,62b0d7a03558d8ea252723aa,,Sedan,Used,1100 cc,"100,000 KM",128 nova,Manual,1984,Fiat,"25,000"
168,62b0d62ffc6ec90126c6d158,,SUV,Used,1300 cc,"52,000 KM",EMGRAND X7,Automatic,2020,Geely,"330,000"
169,62b0d4663558d8ea25272389,,SUV,Used,1600 cc,"38,000 KM",Juke,Automatic,2013,Nissan,"300,000"
170,62b0d4630c4edc9d2669469c,,SUV,Used,1600 cc,"7,000 KM",Sportage,Automatic,2019,Kia,"625,000"
171,62b0d36c3558d8ea25272383,,Sedan,Used,1600 cc,"7,000 KM",Sportage,Automatic,2019,Kia,"625,000"
172,62b0d360fc6ec90126c6d130,,Sedan,Used,1600 cc,"160,000 KM",Megane,Automatic,2005,Renault,"128,000"
173,62b0d150ca683babd54e9b4a,,Sedan,Used,1600 cc,"62,000 KM",ARRIZO 5,Manual,2021,Chery,"220,000"
174,62b0cfc40c4edc9d2669466e,,Sedan,Used,1300 cc,"20,000 KM",Lancer,Automatic,2004,Mitsubishi,"140,000"
175,62b0cf797810bf21b6e57fea,,Sedan,Used,1600 cc,"55,000 KM",Elantra CN7,Automatic,2021,Hyundai,"455,000"
176,62b0ce8142363b2e1a649d4b,,Sedan,Used,1200 cc,"85,000 KM",Siena,Manual,2006,Fiat,"87,000"
177,62b0cdd442363b2e1a649d2a,,Sedan,Used,1500 cc,"56,500 KM",F3,Manual,2022,BYD,"220,000"
178,62b0cd4a3558d8ea252722eb,,Sedan,Used,1500 cc,"19,000 KM",5,Automatic,2021,MG,"335,000"
179,62b0ccdeca683babd54e9b18,,Sedan,Used,1500 cc,"31,000 KM",ARRIZO 5,Automatic,2021,Chery,"255,000"
180,62b0ccdf42363b2e1a649d0b,,Sedan,Used,1500 cc,"250,000 KM",Sunny,Automatic,2017,Nissan,"155,000"
181,62b0cbcbca683babd54e9b08,,Sedan,Used,1500 cc,"6,400 KM",ARRIZO 5,Automatic,2022,Chery,"250,000"
182,62b0c959ca683babd54e9ae3,,Sedan,Used,1600 cc,"81,000 KM",2107,Manual,2012,Lada,"50,000"
183,62b0c8027810bf21b6e57f4c,,Sedan,Used,1600 cc,"34,000 KM",Optra,Automatic,2021,Chevrolet,"270,000"
184,62b0c600ca683babd54e9a8c,,Sedan,Used,1300 cc,"230,000 KM",Lancer,Manual,1999,Mitsubishi,"90,000"
185,62b0c55a0c4edc9d266945d2,,Sedan,Used,1600 cc,"20,000 KM",Lancer,Automatic,2004,Mitsubishi,"139,000"
186,62b0c52bfc6ec90126c6cff2,,Sedan,Used,1600 cc,"150,000 KM",C180,Automatic,2013,Mercedes,"600,000"
187,62b0c49c7810bf21b6e57f28,,SUV,Used,4200 cc,"200,000 KM",Cherokee,Manual,1997,Jeep,"105,000"
188,62b0c4433558d8ea2527221f,,Hatchback,Used,1300 cc,"121,000 KM",Pandino,Manual,2014,Geely,"72,000"
189,62b0c08bca683babd54e9a48,,Hatchback,Used,1400 cc,"91,000 KM",206,Manual,2002,Peugeot,"60,000"
190,62b0c038ca683babd54e9a3b,,Sedan,Used,1300 cc,"180,000 KM",Sunny,Manual,2000,Nissan,"95,000"
191,62b0bfe0ca683babd54e9a33,,SUV,Used,1600 cc,"13,000 KM",Tucson,Automatic,2022,Hyundai,"675,000"
192,62b0bf5c0c4edc9d26694566,,SUV,Used,1500 cc,"9,000 KM",ZS,Automatic,2021,MG,"400,000"
193,62b0bd9aca683babd54e9a24,,Hatchback,Used,1600 cc,"48,000 KM",7 Crossback,Automatic,2021,DS,"830,000"
194,62b0bcd10c4edc9d2669451c,,Sedan,Used,1600 cc,"116,000 KM",Corsa,Manual,2005,Opel,"103,000"
195,62b0bc610c4edc9d2669450e,,Sedan,Used,1800 cc,"168,000 KM",E200,Automatic,2007,Mercedes,"540,000"
196,62b0b9a9ca683babd54e9a06,,Sedan,Used,1500 cc,"165,000 KM",Sunny,Automatic,2016,Nissan,"190,000"
197,62b0b5d27810bf21b6e57ea9,,Sedan,Used,1600 cc,"144,000 KM",Lancer,Automatic,2016,Mitsubishi,"238,000"
198,62b0b5527810bf21b6e57ea3,,SUV,Used,1600 cc,100 KM,Tiggo,Automatic,2022,Speranza,"360,000"
199,62b0b4d8ca683babd54e99e3,,Sedan,Used,1600 cc,"244,000 KM",Cerato,Automatic,2005,Kia,"159,000"
200,62b0b4a7ca683babd54e99e0,,Sedan,Used,1600 cc,"204,000 KM",Optra,Automatic,2013,Chevrolet,"147,000"
201,62b0b4630c4edc9d2669448c,,Sedan,Used,1600 cc,"330,000 KM",Sunny,Automatic,1999,Nissan,"80,000"
202,62b0b4580c4edc9d2669448a,,Sedan,Used,2000 cc,"30,000 KM",CLS 350,Automatic,2019,Mercedes,"2,100,000"
203,62b0b44d7810bf21b6e57e95,,Sedan,Used,1600 cc,"170,000 KM",Veloster,Automatic,2012,Hyundai,"188,000"
204,62b0b39a3558d8ea25272104,,Sedan,Used,1600 cc,"40,000 KM",Corolla,Automatic,2016,Toyota,"380,000"
205,62b0b32942363b2e1a649bc7,,Sedan,Used,1800 cc,"94,000 KM",318i,Automatic,2000,BMW,"185,000"
206,62b0b19afc6ec90126c6cf3d,,SUV,Used,1600 cc,"80,000 KM",Tucson,Automatic,2020,Hyundai,"625,000"
207,62b0b0f47810bf21b6e57e79,,Station,Used,1600 cc,"142,000 KM",307,Automatic,2006,Peugeot,"168,000"
208,62b0aff7fc6ec90126c6cf1e,,Sedan,Used,1500 cc,"20,000 KM",ARRIZO 5,Automatic,2022,Chery,"270,000"
209,62b0afdc0c4edc9d26694442,,Sedan,Used,1600 cc,"6,000 KM",Tucson,Automatic,2022,Hyundai,"950,000"
210,62b0afcefc6ec90126c6cf19,,Sedan,Used,1600 cc,"40,000 KM",Elantra HD,Automatic,2020,Hyundai,"320,000"
211,62b0af09fc6ec90126c6cf13,,Sedan,Used,1600 cc,"108,000 KM",Aveo,Automatic,2013,Chevrolet,"150,000"
212,62b0adcc7810bf21b6e57e60,,Sedan,Used,1600 cc,"150,000 KM",Lancer,Automatic,2013,Mitsubishi,"195,000"
